ONTOLOGY	ID	Description	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MF	GO:0030371	translation repressor activity	302/18369	0.001113554	0.010878736	0.004146161	MIR186/MIR148A/MIR335	3
MF	GO:0016835	carbon-oxygen lyase activity	77/18369	0.001312951	0.010878736	0.004146161	HMGA2/CYP1B1	2
MF	GO:0046332	SMAD binding	77/18369	0.001312951	0.010878736	0.004146161	HMGA2/CITED2	2
MF	GO:0045182	translation regulator activity	418/18369	0.002823136	0.019637817	0.007484467	MIR186/MIR148A/MIR335	3
MF	GO:0031490	chromatin DNA binding	118/18369	0.003047247	0.019637817	0.007484467	HMGA2/SRF	2
MF	GO:0045294	alpha-catenin binding	10/18369	0.007056368	0.028870743	0.011003368	CDH2	1
MF	GO:0070181	small ribosomal subunit rRNA binding	10/18369	0.007056368	0.028870743	0.011003368	MAP3K20	1
MF	GO:0070878	primary miRNA binding	10/18369	0.007056368	0.028870743	0.011003368	SRF	1
MF	GO:0003714	transcription corepressor activity	190/18369	0.007701702	0.028870743	0.011003368	HMGA2/CITED2	2
MF	GO:0004706	JUN kinase kinase kinase activity	11/18369	0.007759471	0.028870743	0.011003368	MAP3K20	1
MF	GO:0016829	lyase activity	198/18369	0.008339076	0.028870743	0.011003368	HMGA2/CYP1B1	2
MF	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	12/18369	0.008462114	0.028870743	0.011003368	HMGA2	1
MF	GO:0035497	cAMP response element binding	12/18369	0.008462114	0.028870743	0.011003368	HMGA2	1
MF	GO:0045295	gamma-catenin binding	13/18369	0.009164298	0.029529406	0.011254401	CDH2	1
MF	GO:0070742	C2H2 zinc finger domain binding	15/18369	0.01056729	0.032258042	0.012294354	HMGA2	1
MF	GO:0003730	mRNA 3'-UTR binding	252/18369	0.01323478	0.038380862	0.014627915	MIR186/MIR335	2
MF	GO:0004709	MAP kinase kinase kinase activity	22/18369	0.015463331	0.042424052	0.016168876	MAP3K20	1
MF	GO:0035035	histone acetyltransferase binding	23/18369	0.016160937	0.042424052	0.016168876	CITED2	1
MF	GO:0008395	steroid hydroxylase activity	24/18369	0.016858086	0.042424052	0.016168876	CYP1B1	1
MF	GO:0070330	aromatase activity	25/18369	0.01755478	0.042424052	0.016168876	CYP1B1	1
MF	GO:0045296	cadherin binding	333/18369	0.022398549	0.051964633	0.019805033	CRKL/CDH2	2
MF	GO:0000217	DNA secondary structure binding	35/18369	0.024496695	0.054646474	0.02082715	HMGA2	1
MF	GO:0016712	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	39/18369	0.027260761	0.058560154	0.022318752	CYP1B1	1
MF	GO:0031492	nucleosomal DNA binding	41/18369	0.028640081	0.059325883	0.022610591	HMGA2	1
MF	GO:0001784	phosphotyrosine residue binding	47/18369	0.032767218	0.065534435	0.024976826	CRKL	1
MF	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	50/18369	0.03482471	0.067327773	0.025660313	CCNG1	1
MF	GO:0045309	protein phosphorylated amino acid binding	58/18369	0.040291622	0.072407053	0.027596155	CRKL	1
MF	GO:0001228	"DNA-binding transcription activator activity, RNA polymerase II-specific"	468/18369	0.041965375	0.072407053	0.027596155	SRF/FOXC1	2
MF	GO:0001216	DNA-binding transcription activator activity	472/18369	0.042618807	0.072407053	0.027596155	SRF/FOXC1	2
MF	GO:0016836	hydro-lyase activity	62/18369	0.043014345	0.072407053	0.027596155	CYP1B1	1
MF	GO:1990841	promoter-specific chromatin binding	63/18369	0.043693911	0.072407053	0.027596155	FOXC1	1
MF	GO:0019843	rRNA binding	68/18369	0.047085064	0.07585927	0.028911882	MAP3K20	1
MF	GO:0031491	nucleosome binding	71/18369	0.049114424	0.076990179	0.029342899	HMGA2	1
